DISTRIBUTION,TESTED_ON,KERNEL,COEF_0,COST,DEGREE,GAMMA,NUM_INSTANCES,CORRECTION_PCT
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,1,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,1,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,1,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,2,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,2,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,2,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,2,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,3,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,3,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,3,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,3,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,4,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,4,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,4,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,4,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,5,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,5,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,5,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,5,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,6,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,6,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,6,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,6,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,7,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,7,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,7,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,7,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,8,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,8,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,8,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,8,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,9,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,9,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,9,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,9,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,10,8.81057268722467E-4,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,10,0.00881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,10,0.0881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,8.0,10,0.881057268722467,1502,98.8681757656458
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,0,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,0,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,0,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,0,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,1,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,1,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,1,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,1,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,2,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,2,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,2,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,2,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,3,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,3,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,3,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,3,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,4,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,4,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,4,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,4,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,5,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,5,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,5,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,5,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,6,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,6,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,6,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,6,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,7,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,7,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,7,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,7,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,8,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,8,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,8,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,8,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,9,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,9,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,9,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,9,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,10,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,10,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,10,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,16.0,10,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,0,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,0,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,0,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,0,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,1,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,1,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,1,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,1,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,2,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,2,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,2,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,2,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,3,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,3,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,3,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,3,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,4,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,4,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,4,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,4,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,5,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,5,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,5,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,5,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,6,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,6,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,6,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,6,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,7,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,7,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,7,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,7,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,8,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,8,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,8,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,8,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,9,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,9,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,9,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,9,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,10,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,10,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,10,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,32.0,10,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,0,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,0,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,0,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,0,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,1,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,1,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,1,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,1,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,2,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,2,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,2,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,2,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,3,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,3,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,3,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,3,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,4,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,4,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,4,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,4,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,5,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,5,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,5,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,5,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,6,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,6,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,6,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,6,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,7,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,7,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,7,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,7,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,8,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,8,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,8,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,8,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,9,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,9,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,9,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,9,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,10,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,10,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,10,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,64.0,10,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,0,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,0,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,0,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,0,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,1,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,1,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,1,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,1,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,2,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,2,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,2,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,2,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,3,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,3,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,3,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,3,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,4,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,4,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,4,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,4,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,5,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,5,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,5,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,5,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,6,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,6,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,6,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,6,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,7,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,7,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,7,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,7,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,8,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,8,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,8,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,8,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,9,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,9,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,9,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,9,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,10,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,10,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,10,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,128.0,10,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,0,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,0,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,0,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,0,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,1,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,1,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,1,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,1,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,2,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,2,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,2,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,2,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,3,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,3,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,3,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,3,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,4,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,4,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,4,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,4,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,5,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,5,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,5,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,5,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,6,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,6,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,6,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,6,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,7,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,7,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,7,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,7,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,8,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,8,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,8,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,8,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,9,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,9,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,9,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,9,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,10,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,10,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,10,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,256.0,10,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,0,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,0,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,0,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,0,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,1,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,1,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,1,0.0881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,1,0.881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,2,8.81057268722467E-4,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,2,0.00881057268722467,1502,99.00133155792277
UNBALANCED,TRAINING_SET,LIN,512.0,512.0,2,0.0881057268722467,1502,99.00133155792277
